filename,label,npy_path
b0188,-1,./processed_spectrograms\b0188.npy
b0189,-1,./processed_spectrograms\b0189.npy
b0190,1,./processed_spectrograms\b0190.npy
b0191,-1,./processed_spectrograms\b0191.npy
b0192,-1,./processed_spectrograms\b0192.npy
b0193,-1,./processed_spectrograms\b0193.npy
b0194,-1,./processed_spectrograms\b0194.npy
b0195,-1,./processed_spectrograms\b0195.npy
b0196,-1,./processed_spectrograms\b0196.npy
b0197,1,./processed_spectrograms\b0197.npy
b0198,-1,./processed_spectrograms\b0198.npy
b0199,-1,./processed_spectrograms\b0199.npy
b0200,-1,./processed_spectrograms\b0200.npy
b0201,-1,./processed_spectrograms\b0201.npy
b0202,-1,./processed_spectrograms\b0202.npy
b0203,-1,./processed_spectrograms\b0203.npy
b0204,-1,./processed_spectrograms\b0204.npy
b0205,-1,./processed_spectrograms\b0205.npy
b0206,-1,./processed_spectrograms\b0206.npy
b0207,-1,./processed_spectrograms\b0207.npy
b0208,1,./processed_spectrograms\b0208.npy
b0209,-1,./processed_spectrograms\b0209.npy
b0210,-1,./processed_spectrograms\b0210.npy
b0211,-1,./processed_spectrograms\b0211.npy
b0212,-1,./processed_spectrograms\b0212.npy
b0213,-1,./processed_spectrograms\b0213.npy
b0214,-1,./processed_spectrograms\b0214.npy
b0215,-1,./processed_spectrograms\b0215.npy
b0216,-1,./processed_spectrograms\b0216.npy
b0217,-1,./processed_spectrograms\b0217.npy
b0218,-1,./processed_spectrograms\b0218.npy
b0219,-1,./processed_spectrograms\b0219.npy
b0220,-1,./processed_spectrograms\b0220.npy
b0221,1,./processed_spectrograms\b0221.npy
b0222,-1,./processed_spectrograms\b0222.npy
b0223,-1,./processed_spectrograms\b0223.npy
b0224,1,./processed_spectrograms\b0224.npy
b0225,-1,./processed_spectrograms\b0225.npy
b0226,-1,./processed_spectrograms\b0226.npy
b0227,-1,./processed_spectrograms\b0227.npy
b0228,-1,./processed_spectrograms\b0228.npy
b0229,-1,./processed_spectrograms\b0229.npy
b0230,-1,./processed_spectrograms\b0230.npy
b0231,-1,./processed_spectrograms\b0231.npy
b0232,1,./processed_spectrograms\b0232.npy
b0233,1,./processed_spectrograms\b0233.npy
b0234,-1,./processed_spectrograms\b0234.npy
b0235,1,./processed_spectrograms\b0235.npy
b0236,-1,./processed_spectrograms\b0236.npy
b0237,-1,./processed_spectrograms\b0237.npy
b0238,1,./processed_spectrograms\b0238.npy
b0239,1,./processed_spectrograms\b0239.npy
b0240,-1,./processed_spectrograms\b0240.npy
b0241,-1,./processed_spectrograms\b0241.npy
b0242,1,./processed_spectrograms\b0242.npy
b0243,1,./processed_spectrograms\b0243.npy
b0244,-1,./processed_spectrograms\b0244.npy
b0245,-1,./processed_spectrograms\b0245.npy
b0246,-1,./processed_spectrograms\b0246.npy
b0247,-1,./processed_spectrograms\b0247.npy
b0248,1,./processed_spectrograms\b0248.npy
b0249,-1,./processed_spectrograms\b0249.npy
b0250,-1,./processed_spectrograms\b0250.npy
b0251,1,./processed_spectrograms\b0251.npy
b0252,-1,./processed_spectrograms\b0252.npy
b0253,1,./processed_spectrograms\b0253.npy
b0254,-1,./processed_spectrograms\b0254.npy
b0255,-1,./processed_spectrograms\b0255.npy
b0256,-1,./processed_spectrograms\b0256.npy
b0257,1,./processed_spectrograms\b0257.npy
b0258,-1,./processed_spectrograms\b0258.npy
b0259,-1,./processed_spectrograms\b0259.npy
b0260,-1,./processed_spectrograms\b0260.npy
b0261,-1,./processed_spectrograms\b0261.npy
b0262,1,./processed_spectrograms\b0262.npy
b0263,1,./processed_spectrograms\b0263.npy
b0264,-1,./processed_spectrograms\b0264.npy
b0265,1,./processed_spectrograms\b0265.npy
b0266,-1,./processed_spectrograms\b0266.npy
b0267,1,./processed_spectrograms\b0267.npy
b0268,-1,./processed_spectrograms\b0268.npy
b0269,-1,./processed_spectrograms\b0269.npy
b0270,-1,./processed_spectrograms\b0270.npy
b0271,1,./processed_spectrograms\b0271.npy
b0272,-1,./processed_spectrograms\b0272.npy
b0273,1,./processed_spectrograms\b0273.npy
b0274,-1,./processed_spectrograms\b0274.npy
b0275,-1,./processed_spectrograms\b0275.npy
b0276,-1,./processed_spectrograms\b0276.npy
b0277,-1,./processed_spectrograms\b0277.npy
b0278,1,./processed_spectrograms\b0278.npy
b0279,1,./processed_spectrograms\b0279.npy
b0280,1,./processed_spectrograms\b0280.npy
b0281,-1,./processed_spectrograms\b0281.npy
b0282,-1,./processed_spectrograms\b0282.npy
b0283,-1,./processed_spectrograms\b0283.npy
b0284,1,./processed_spectrograms\b0284.npy
b0285,-1,./processed_spectrograms\b0285.npy
b0286,-1,./processed_spectrograms\b0286.npy
b0287,-1,./processed_spectrograms\b0287.npy
b0288,-1,./processed_spectrograms\b0288.npy
b0289,-1,./processed_spectrograms\b0289.npy
b0290,-1,./processed_spectrograms\b0290.npy
b0291,-1,./processed_spectrograms\b0291.npy
b0292,1,./processed_spectrograms\b0292.npy
b0293,-1,./processed_spectrograms\b0293.npy
b0294,-1,./processed_spectrograms\b0294.npy
b0295,1,./processed_spectrograms\b0295.npy
b0296,-1,./processed_spectrograms\b0296.npy
b0297,-1,./processed_spectrograms\b0297.npy
b0298,-1,./processed_spectrograms\b0298.npy
b0299,1,./processed_spectrograms\b0299.npy
b0300,-1,./processed_spectrograms\b0300.npy
b0301,-1,./processed_spectrograms\b0301.npy
b0302,-1,./processed_spectrograms\b0302.npy
b0303,-1,./processed_spectrograms\b0303.npy
b0304,-1,./processed_spectrograms\b0304.npy
b0305,-1,./processed_spectrograms\b0305.npy
b0306,-1,./processed_spectrograms\b0306.npy
b0307,1,./processed_spectrograms\b0307.npy
b0308,-1,./processed_spectrograms\b0308.npy
b0309,-1,./processed_spectrograms\b0309.npy
b0310,-1,./processed_spectrograms\b0310.npy
b0311,-1,./processed_spectrograms\b0311.npy
b0312,-1,./processed_spectrograms\b0312.npy
b0313,-1,./processed_spectrograms\b0313.npy
b0314,-1,./processed_spectrograms\b0314.npy
b0315,-1,./processed_spectrograms\b0315.npy
b0316,-1,./processed_spectrograms\b0316.npy
b0317,-1,./processed_spectrograms\b0317.npy
b0318,1,./processed_spectrograms\b0318.npy
b0319,1,./processed_spectrograms\b0319.npy
b0320,-1,./processed_spectrograms\b0320.npy
b0321,-1,./processed_spectrograms\b0321.npy
b0322,-1,./processed_spectrograms\b0322.npy
b0323,-1,./processed_spectrograms\b0323.npy
b0324,-1,./processed_spectrograms\b0324.npy
b0325,-1,./processed_spectrograms\b0325.npy
b0326,-1,./processed_spectrograms\b0326.npy
b0327,1,./processed_spectrograms\b0327.npy
b0328,-1,./processed_spectrograms\b0328.npy
b0329,-1,./processed_spectrograms\b0329.npy
b0330,-1,./processed_spectrograms\b0330.npy
b0331,-1,./processed_spectrograms\b0331.npy
b0332,-1,./processed_spectrograms\b0332.npy
b0333,-1,./processed_spectrograms\b0333.npy
b0334,1,./processed_spectrograms\b0334.npy
b0335,1,./processed_spectrograms\b0335.npy
b0336,-1,./processed_spectrograms\b0336.npy
b0337,-1,./processed_spectrograms\b0337.npy
b0338,-1,./processed_spectrograms\b0338.npy
b0339,-1,./processed_spectrograms\b0339.npy
b0340,-1,./processed_spectrograms\b0340.npy
b0341,1,./processed_spectrograms\b0341.npy
b0342,1,./processed_spectrograms\b0342.npy
b0343,-1,./processed_spectrograms\b0343.npy
b0344,1,./processed_spectrograms\b0344.npy
b0345,-1,./processed_spectrograms\b0345.npy
b0346,-1,./processed_spectrograms\b0346.npy
b0347,-1,./processed_spectrograms\b0347.npy
b0348,-1,./processed_spectrograms\b0348.npy
b0349,1,./processed_spectrograms\b0349.npy
b0350,-1,./processed_spectrograms\b0350.npy
b0351,-1,./processed_spectrograms\b0351.npy
b0352,-1,./processed_spectrograms\b0352.npy
b0353,-1,./processed_spectrograms\b0353.npy
b0354,-1,./processed_spectrograms\b0354.npy
b0355,-1,./processed_spectrograms\b0355.npy
b0356,-1,./processed_spectrograms\b0356.npy
b0357,-1,./processed_spectrograms\b0357.npy
b0358,-1,./processed_spectrograms\b0358.npy
b0359,-1,./processed_spectrograms\b0359.npy
b0360,-1,./processed_spectrograms\b0360.npy
b0361,1,./processed_spectrograms\b0361.npy
b0362,-1,./processed_spectrograms\b0362.npy
b0363,-1,./processed_spectrograms\b0363.npy
b0364,-1,./processed_spectrograms\b0364.npy
b0365,1,./processed_spectrograms\b0365.npy
b0366,-1,./processed_spectrograms\b0366.npy
b0367,1,./processed_spectrograms\b0367.npy
b0368,-1,./processed_spectrograms\b0368.npy
b0369,1,./processed_spectrograms\b0369.npy
b0370,-1,./processed_spectrograms\b0370.npy
b0371,-1,./processed_spectrograms\b0371.npy
b0372,-1,./processed_spectrograms\b0372.npy
b0373,-1,./processed_spectrograms\b0373.npy
b0374,-1,./processed_spectrograms\b0374.npy
b0375,-1,./processed_spectrograms\b0375.npy
b0376,-1,./processed_spectrograms\b0376.npy
b0377,-1,./processed_spectrograms\b0377.npy
b0378,-1,./processed_spectrograms\b0378.npy
b0379,-1,./processed_spectrograms\b0379.npy
b0380,-1,./processed_spectrograms\b0380.npy
b0381,-1,./processed_spectrograms\b0381.npy
b0382,-1,./processed_spectrograms\b0382.npy
b0383,-1,./processed_spectrograms\b0383.npy
b0384,1,./processed_spectrograms\b0384.npy
b0385,1,./processed_spectrograms\b0385.npy
b0386,-1,./processed_spectrograms\b0386.npy
b0387,-1,./processed_spectrograms\b0387.npy
b0388,-1,./processed_spectrograms\b0388.npy
b0389,-1,./processed_spectrograms\b0389.npy
b0390,1,./processed_spectrograms\b0390.npy
b0391,-1,./processed_spectrograms\b0391.npy
b0392,-1,./processed_spectrograms\b0392.npy
b0393,-1,./processed_spectrograms\b0393.npy
b0394,-1,./processed_spectrograms\b0394.npy
b0395,1,./processed_spectrograms\b0395.npy
b0396,-1,./processed_spectrograms\b0396.npy
b0397,1,./processed_spectrograms\b0397.npy
b0398,-1,./processed_spectrograms\b0398.npy
b0399,-1,./processed_spectrograms\b0399.npy
b0400,-1,./processed_spectrograms\b0400.npy
b0401,-1,./processed_spectrograms\b0401.npy
b0402,-1,./processed_spectrograms\b0402.npy
b0403,-1,./processed_spectrograms\b0403.npy
b0404,-1,./processed_spectrograms\b0404.npy
b0405,-1,./processed_spectrograms\b0405.npy
b0406,-1,./processed_spectrograms\b0406.npy
b0407,-1,./processed_spectrograms\b0407.npy
b0408,1,./processed_spectrograms\b0408.npy
b0409,1,./processed_spectrograms\b0409.npy
b0410,-1,./processed_spectrograms\b0410.npy
b0411,-1,./processed_spectrograms\b0411.npy
b0412,-1,./processed_spectrograms\b0412.npy
b0413,1,./processed_spectrograms\b0413.npy
b0414,-1,./processed_spectrograms\b0414.npy
b0415,-1,./processed_spectrograms\b0415.npy
b0416,-1,./processed_spectrograms\b0416.npy
b0417,-1,./processed_spectrograms\b0417.npy
b0418,1,./processed_spectrograms\b0418.npy
b0419,-1,./processed_spectrograms\b0419.npy
b0420,-1,./processed_spectrograms\b0420.npy
b0421,-1,./processed_spectrograms\b0421.npy
b0422,1,./processed_spectrograms\b0422.npy
b0423,-1,./processed_spectrograms\b0423.npy
b0424,-1,./processed_spectrograms\b0424.npy
b0425,-1,./processed_spectrograms\b0425.npy
b0426,-1,./processed_spectrograms\b0426.npy
b0427,1,./processed_spectrograms\b0427.npy
b0428,1,./processed_spectrograms\b0428.npy
b0429,-1,./processed_spectrograms\b0429.npy
b0430,-1,./processed_spectrograms\b0430.npy
b0431,-1,./processed_spectrograms\b0431.npy
b0432,-1,./processed_spectrograms\b0432.npy
b0433,-1,./processed_spectrograms\b0433.npy
b0434,-1,./processed_spectrograms\b0434.npy
b0435,-1,./processed_spectrograms\b0435.npy
b0436,1,./processed_spectrograms\b0436.npy
b0437,1,./processed_spectrograms\b0437.npy
b0438,-1,./processed_spectrograms\b0438.npy
b0439,-1,./processed_spectrograms\b0439.npy
b0440,-1,./processed_spectrograms\b0440.npy
b0441,-1,./processed_spectrograms\b0441.npy
b0442,-1,./processed_spectrograms\b0442.npy
b0443,-1,./processed_spectrograms\b0443.npy
b0444,1,./processed_spectrograms\b0444.npy
b0445,-1,./processed_spectrograms\b0445.npy
b0446,1,./processed_spectrograms\b0446.npy
b0447,-1,./processed_spectrograms\b0447.npy
b0448,-1,./processed_spectrograms\b0448.npy
b0449,-1,./processed_spectrograms\b0449.npy
b0450,1,./processed_spectrograms\b0450.npy
b0451,-1,./processed_spectrograms\b0451.npy
b0452,-1,./processed_spectrograms\b0452.npy
b0453,-1,./processed_spectrograms\b0453.npy
b0454,-1,./processed_spectrograms\b0454.npy
b0455,1,./processed_spectrograms\b0455.npy
b0456,-1,./processed_spectrograms\b0456.npy
b0457,-1,./processed_spectrograms\b0457.npy
b0458,-1,./processed_spectrograms\b0458.npy
b0459,-1,./processed_spectrograms\b0459.npy
b0460,-1,./processed_spectrograms\b0460.npy
b0461,-1,./processed_spectrograms\b0461.npy
b0462,-1,./processed_spectrograms\b0462.npy
b0463,-1,./processed_spectrograms\b0463.npy
b0464,-1,./processed_spectrograms\b0464.npy
b0465,1,./processed_spectrograms\b0465.npy
b0466,-1,./processed_spectrograms\b0466.npy
b0467,1,./processed_spectrograms\b0467.npy
b0468,1,./processed_spectrograms\b0468.npy
b0469,-1,./processed_spectrograms\b0469.npy
b0470,-1,./processed_spectrograms\b0470.npy
b0471,1,./processed_spectrograms\b0471.npy
b0472,-1,./processed_spectrograms\b0472.npy
b0473,-1,./processed_spectrograms\b0473.npy
b0474,1,./processed_spectrograms\b0474.npy
b0475,-1,./processed_spectrograms\b0475.npy
b0476,1,./processed_spectrograms\b0476.npy
b0477,-1,./processed_spectrograms\b0477.npy
b0478,-1,./processed_spectrograms\b0478.npy
b0479,-1,./processed_spectrograms\b0479.npy
b0480,-1,./processed_spectrograms\b0480.npy
b0481,-1,./processed_spectrograms\b0481.npy
b0482,-1,./processed_spectrograms\b0482.npy
b0483,-1,./processed_spectrograms\b0483.npy
b0484,1,./processed_spectrograms\b0484.npy
b0485,-1,./processed_spectrograms\b0485.npy
b0486,-1,./processed_spectrograms\b0486.npy
b0487,-1,./processed_spectrograms\b0487.npy
b0488,-1,./processed_spectrograms\b0488.npy
b0489,-1,./processed_spectrograms\b0489.npy
b0490,-1,./processed_spectrograms\b0490.npy
c0001,1,./processed_spectrograms\c0001.npy
c0002,1,./processed_spectrograms\c0002.npy
c0003,-1,./processed_spectrograms\c0003.npy
c0004,1,./processed_spectrograms\c0004.npy
c0005,1,./processed_spectrograms\c0005.npy
c0006,-1,./processed_spectrograms\c0006.npy
c0007,-1,./processed_spectrograms\c0007.npy
c0008,1,./processed_spectrograms\c0008.npy
c0009,1,./processed_spectrograms\c0009.npy
c0010,1,./processed_spectrograms\c0010.npy
c0011,-1,./processed_spectrograms\c0011.npy
c0012,1,./processed_spectrograms\c0012.npy
c0013,1,./processed_spectrograms\c0013.npy
c0014,1,./processed_spectrograms\c0014.npy
c0015,1,./processed_spectrograms\c0015.npy
c0016,-1,./processed_spectrograms\c0016.npy
c0017,1,./processed_spectrograms\c0017.npy
c0018,1,./processed_spectrograms\c0018.npy
c0019,1,./processed_spectrograms\c0019.npy
c0020,1,./processed_spectrograms\c0020.npy
c0021,1,./processed_spectrograms\c0021.npy
c0022,-1,./processed_spectrograms\c0022.npy
c0023,1,./processed_spectrograms\c0023.npy
c0024,1,./processed_spectrograms\c0024.npy
c0025,1,./processed_spectrograms\c0025.npy
c0026,1,./processed_spectrograms\c0026.npy
c0027,1,./processed_spectrograms\c0027.npy
c0028,1,./processed_spectrograms\c0028.npy
c0029,1,./processed_spectrograms\c0029.npy
c0030,-1,./processed_spectrograms\c0030.npy
c0031,1,./processed_spectrograms\c0031.npy
d0001,-1,./processed_spectrograms\d0001.npy
d0002,1,./processed_spectrograms\d0002.npy
d0003,1,./processed_spectrograms\d0003.npy
d0004,1,./processed_spectrograms\d0004.npy
d0005,-1,./processed_spectrograms\d0005.npy
d0006,-1,./processed_spectrograms\d0006.npy
d0007,-1,./processed_spectrograms\d0007.npy
d0008,1,./processed_spectrograms\d0008.npy
d0009,1,./processed_spectrograms\d0009.npy
d0010,1,./processed_spectrograms\d0010.npy
d0011,1,./processed_spectrograms\d0011.npy
d0012,1,./processed_spectrograms\d0012.npy
d0013,-1,./processed_spectrograms\d0013.npy
d0014,1,./processed_spectrograms\d0014.npy
d0015,-1,./processed_spectrograms\d0015.npy
d0016,-1,./processed_spectrograms\d0016.npy
d0017,1,./processed_spectrograms\d0017.npy
d0018,1,./processed_spectrograms\d0018.npy
d0019,1,./processed_spectrograms\d0019.npy
d0020,-1,./processed_spectrograms\d0020.npy
d0021,1,./processed_spectrograms\d0021.npy
d0022,1,./processed_spectrograms\d0022.npy
d0023,-1,./processed_spectrograms\d0023.npy
d0024,-1,./processed_spectrograms\d0024.npy
d0025,-1,./processed_spectrograms\d0025.npy
d0026,1,./processed_spectrograms\d0026.npy
d0027,-1,./processed_spectrograms\d0027.npy
d0028,1,./processed_spectrograms\d0028.npy
d0029,1,./processed_spectrograms\d0029.npy
d0030,-1,./processed_spectrograms\d0030.npy
d0031,-1,./processed_spectrograms\d0031.npy
d0032,1,./processed_spectrograms\d0032.npy
d0033,1,./processed_spectrograms\d0033.npy
d0034,1,./processed_spectrograms\d0034.npy
d0035,1,./processed_spectrograms\d0035.npy
d0036,-1,./processed_spectrograms\d0036.npy
d0037,-1,./processed_spectrograms\d0037.npy
d0038,1,./processed_spectrograms\d0038.npy
d0039,1,./processed_spectrograms\d0039.npy
d0040,1,./processed_spectrograms\d0040.npy
d0041,-1,./processed_spectrograms\d0041.npy
d0042,1,./processed_spectrograms\d0042.npy
d0043,-1,./processed_spectrograms\d0043.npy
d0044,-1,./processed_spectrograms\d0044.npy
d0045,-1,./processed_spectrograms\d0045.npy
d0046,1,./processed_spectrograms\d0046.npy
d0047,-1,./processed_spectrograms\d0047.npy
d0048,-1,./processed_spectrograms\d0048.npy
d0049,-1,./processed_spectrograms\d0049.npy
d0050,-1,./processed_spectrograms\d0050.npy
d0051,1,./processed_spectrograms\d0051.npy
d0052,1,./processed_spectrograms\d0052.npy
d0053,-1,./processed_spectrograms\d0053.npy
d0054,-1,./processed_spectrograms\d0054.npy
d0055,-1,./processed_spectrograms\d0055.npy
e00001,-1,./processed_spectrograms\e00001.npy
e00002,-1,./processed_spectrograms\e00002.npy
e00003,-1,./processed_spectrograms\e00003.npy
e00004,-1,./processed_spectrograms\e00004.npy
e00005,-1,./processed_spectrograms\e00005.npy
e00006,-1,./processed_spectrograms\e00006.npy
e00007,-1,./processed_spectrograms\e00007.npy
e00008,-1,./processed_spectrograms\e00008.npy
e00009,-1,./processed_spectrograms\e00009.npy
e00010,-1,./processed_spectrograms\e00010.npy
e00011,-1,./processed_spectrograms\e00011.npy
e00012,-1,./processed_spectrograms\e00012.npy
e00013,-1,./processed_spectrograms\e00013.npy
e00014,-1,./processed_spectrograms\e00014.npy
e00015,-1,./processed_spectrograms\e00015.npy
e00016,-1,./processed_spectrograms\e00016.npy
e00017,-1,./processed_spectrograms\e00017.npy
e00018,-1,./processed_spectrograms\e00018.npy
e00019,-1,./processed_spectrograms\e00019.npy
e00020,1,./processed_spectrograms\e00020.npy
e00021,-1,./processed_spectrograms\e00021.npy
e00022,-1,./processed_spectrograms\e00022.npy
e00023,-1,./processed_spectrograms\e00023.npy
e00024,-1,./processed_spectrograms\e00024.npy
e00025,-1,./processed_spectrograms\e00025.npy
e00026,-1,./processed_spectrograms\e00026.npy
e00027,-1,./processed_spectrograms\e00027.npy
e00028,-1,./processed_spectrograms\e00028.npy
e00029,-1,./processed_spectrograms\e00029.npy
e00030,-1,./processed_spectrograms\e00030.npy
e00031,-1,./processed_spectrograms\e00031.npy
e00032,-1,./processed_spectrograms\e00032.npy
e00033,-1,./processed_spectrograms\e00033.npy
e00034,-1,./processed_spectrograms\e00034.npy
e00035,-1,./processed_spectrograms\e00035.npy
e00036,-1,./processed_spectrograms\e00036.npy
e00037,-1,./processed_spectrograms\e00037.npy
e00038,-1,./processed_spectrograms\e00038.npy
e00039,-1,./processed_spectrograms\e00039.npy
e00040,-1,./processed_spectrograms\e00040.npy
e00041,-1,./processed_spectrograms\e00041.npy
e00042,-1,./processed_spectrograms\e00042.npy
e00043,-1,./processed_spectrograms\e00043.npy
e00044,-1,./processed_spectrograms\e00044.npy
e00045,-1,./processed_spectrograms\e00045.npy
e00046,-1,./processed_spectrograms\e00046.npy
e00047,-1,./processed_spectrograms\e00047.npy
e00048,1,./processed_spectrograms\e00048.npy
e00049,-1,./processed_spectrograms\e00049.npy
e00050,-1,./processed_spectrograms\e00050.npy
e00051,-1,./processed_spectrograms\e00051.npy
e00052,-1,./processed_spectrograms\e00052.npy
e00053,-1,./processed_spectrograms\e00053.npy
e00054,-1,./processed_spectrograms\e00054.npy
e00055,-1,./processed_spectrograms\e00055.npy
e00056,-1,./processed_spectrograms\e00056.npy
e00057,-1,./processed_spectrograms\e00057.npy
e00058,-1,./processed_spectrograms\e00058.npy
e00059,1,./processed_spectrograms\e00059.npy
e00060,-1,./processed_spectrograms\e00060.npy
e00061,-1,./processed_spectrograms\e00061.npy
e00062,-1,./processed_spectrograms\e00062.npy
e00063,-1,./processed_spectrograms\e00063.npy
e00064,-1,./processed_spectrograms\e00064.npy
e00065,-1,./processed_spectrograms\e00065.npy
e00066,-1,./processed_spectrograms\e00066.npy
e00067,-1,./processed_spectrograms\e00067.npy
e00068,-1,./processed_spectrograms\e00068.npy
e00069,-1,./processed_spectrograms\e00069.npy
e00070,-1,./processed_spectrograms\e00070.npy
e00071,1,./processed_spectrograms\e00071.npy
e00072,-1,./processed_spectrograms\e00072.npy
e00073,-1,./processed_spectrograms\e00073.npy
e00074,-1,./processed_spectrograms\e00074.npy
e00075,-1,./processed_spectrograms\e00075.npy
e00076,-1,./processed_spectrograms\e00076.npy
e00077,-1,./processed_spectrograms\e00077.npy
e00078,-1,./processed_spectrograms\e00078.npy
e00079,-1,./processed_spectrograms\e00079.npy
e00080,-1,./processed_spectrograms\e00080.npy
e00081,-1,./processed_spectrograms\e00081.npy
e00082,-1,./processed_spectrograms\e00082.npy
e00083,-1,./processed_spectrograms\e00083.npy
e00084,-1,./processed_spectrograms\e00084.npy
e00085,-1,./processed_spectrograms\e00085.npy
e00086,-1,./processed_spectrograms\e00086.npy
e00087,1,./processed_spectrograms\e00087.npy
e00088,-1,./processed_spectrograms\e00088.npy
e00089,-1,./processed_spectrograms\e00089.npy
e00090,-1,./processed_spectrograms\e00090.npy
e00091,-1,./processed_spectrograms\e00091.npy
e00092,-1,./processed_spectrograms\e00092.npy
e00093,-1,./processed_spectrograms\e00093.npy
e00094,-1,./processed_spectrograms\e00094.npy
e00095,-1,./processed_spectrograms\e00095.npy
e00096,-1,./processed_spectrograms\e00096.npy
e00097,1,./processed_spectrograms\e00097.npy
e00098,-1,./processed_spectrograms\e00098.npy
e00099,-1,./processed_spectrograms\e00099.npy
e00100,-1,./processed_spectrograms\e00100.npy
e00101,-1,./processed_spectrograms\e00101.npy
e00102,-1,./processed_spectrograms\e00102.npy
e00103,-1,./processed_spectrograms\e00103.npy
e00104,-1,./processed_spectrograms\e00104.npy
e00105,-1,./processed_spectrograms\e00105.npy
e00106,-1,./processed_spectrograms\e00106.npy
e00107,-1,./processed_spectrograms\e00107.npy
e00108,-1,./processed_spectrograms\e00108.npy
e00109,-1,./processed_spectrograms\e00109.npy
e00110,-1,./processed_spectrograms\e00110.npy
e00111,-1,./processed_spectrograms\e00111.npy
e00112,-1,./processed_spectrograms\e00112.npy
e00113,-1,./processed_spectrograms\e00113.npy
e00114,1,./processed_spectrograms\e00114.npy
e00115,-1,./processed_spectrograms\e00115.npy
e00116,-1,./processed_spectrograms\e00116.npy
e00117,-1,./processed_spectrograms\e00117.npy
e00118,-1,./processed_spectrograms\e00118.npy
e00119,-1,./processed_spectrograms\e00119.npy
e00120,1,./processed_spectrograms\e00120.npy
e00121,-1,./processed_spectrograms\e00121.npy
e00122,-1,./processed_spectrograms\e00122.npy
e00123,-1,./processed_spectrograms\e00123.npy
e00124,-1,./processed_spectrograms\e00124.npy
e00125,-1,./processed_spectrograms\e00125.npy
e00126,-1,./processed_spectrograms\e00126.npy
e00127,-1,./processed_spectrograms\e00127.npy
e00128,-1,./processed_spectrograms\e00128.npy
e00129,-1,./processed_spectrograms\e00129.npy
e00130,-1,./processed_spectrograms\e00130.npy
e00131,-1,./processed_spectrograms\e00131.npy
e00132,-1,./processed_spectrograms\e00132.npy
e00133,-1,./processed_spectrograms\e00133.npy
e00134,-1,./processed_spectrograms\e00134.npy
e00135,1,./processed_spectrograms\e00135.npy
e00136,-1,./processed_spectrograms\e00136.npy
e00137,-1,./processed_spectrograms\e00137.npy
e00138,-1,./processed_spectrograms\e00138.npy
e00139,-1,./processed_spectrograms\e00139.npy
e00140,1,./processed_spectrograms\e00140.npy
e00141,-1,./processed_spectrograms\e00141.npy
e00142,1,./processed_spectrograms\e00142.npy
e00143,-1,./processed_spectrograms\e00143.npy
e00144,-1,./processed_spectrograms\e00144.npy
e00145,-1,./processed_spectrograms\e00145.npy
e00146,-1,./processed_spectrograms\e00146.npy
e00147,-1,./processed_spectrograms\e00147.npy
e00148,-1,./processed_spectrograms\e00148.npy
e00149,-1,./processed_spectrograms\e00149.npy
e00150,-1,./processed_spectrograms\e00150.npy
e00151,-1,./processed_spectrograms\e00151.npy
e00152,1,./processed_spectrograms\e00152.npy
e00153,-1,./processed_spectrograms\e00153.npy
e00154,-1,./processed_spectrograms\e00154.npy
e00155,-1,./processed_spectrograms\e00155.npy
e00156,-1,./processed_spectrograms\e00156.npy
e00157,-1,./processed_spectrograms\e00157.npy
e00158,-1,./processed_spectrograms\e00158.npy
e00159,-1,./processed_spectrograms\e00159.npy
e00160,-1,./processed_spectrograms\e00160.npy
e00161,-1,./processed_spectrograms\e00161.npy
e00162,-1,./processed_spectrograms\e00162.npy
e00163,-1,./processed_spectrograms\e00163.npy
e00164,-1,./processed_spectrograms\e00164.npy
e00165,-1,./processed_spectrograms\e00165.npy
e00166,-1,./processed_spectrograms\e00166.npy
e00167,-1,./processed_spectrograms\e00167.npy
e00168,-1,./processed_spectrograms\e00168.npy
e00169,-1,./processed_spectrograms\e00169.npy
e00170,-1,./processed_spectrograms\e00170.npy
e00171,-1,./processed_spectrograms\e00171.npy
e00172,-1,./processed_spectrograms\e00172.npy
e00173,-1,./processed_spectrograms\e00173.npy
e00174,-1,./processed_spectrograms\e00174.npy
e00175,-1,./processed_spectrograms\e00175.npy
e00176,1,./processed_spectrograms\e00176.npy
e00177,-1,./processed_spectrograms\e00177.npy
e00178,-1,./processed_spectrograms\e00178.npy
e00179,-1,./processed_spectrograms\e00179.npy
e00180,-1,./processed_spectrograms\e00180.npy
e00181,-1,./processed_spectrograms\e00181.npy
e00182,-1,./processed_spectrograms\e00182.npy
e00183,-1,./processed_spectrograms\e00183.npy
e00184,-1,./processed_spectrograms\e00184.npy
e00185,-1,./processed_spectrograms\e00185.npy
e00186,-1,./processed_spectrograms\e00186.npy
e00187,-1,./processed_spectrograms\e00187.npy
e00188,-1,./processed_spectrograms\e00188.npy
e00189,-1,./processed_spectrograms\e00189.npy
e00190,-1,./processed_spectrograms\e00190.npy
e00191,1,./processed_spectrograms\e00191.npy
e00192,-1,./processed_spectrograms\e00192.npy
e00193,-1,./processed_spectrograms\e00193.npy
e00194,-1,./processed_spectrograms\e00194.npy
e00195,1,./processed_spectrograms\e00195.npy
e00196,-1,./processed_spectrograms\e00196.npy
e00197,-1,./processed_spectrograms\e00197.npy
e00198,-1,./processed_spectrograms\e00198.npy
e00199,-1,./processed_spectrograms\e00199.npy
